,Rating,Price,Processor,Brand,SSD_Capacity,Ram,Ram_Type,Display_Size,EMMC_Storage(in_GB),HDD_Storage(in_GB)
0,4.1,25685.0,Intel Celeron Dual Core Processor,LENOVO,256.0,8.0,DDR4,39.62,0.0,0.0
1,4.4,51990.0,Intel Core i5 Processor (10th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
2,4.2,38990.0,Intel Core i3 Processor (11th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
3,4.1,23990.0,Intel Celeron Dual Core Processor,ASUS,256.0,4.0,DDR4,35.56,0.0,0.0
4,4.1,39990.0,Intel Core i5 Processor (11th Gen),MI,512.0,8.0,DDR4,39.62,0.0,0.0
5,4.3,33490.0,Intel Core i3 Processor (11th Gen),LENOVO,256.0,8.0,DDR4,39.62,0.0,0.0
6,4.3,40990.0,Intel Core i3 Processor (11th Gen),HP,512.0,8.0,DDR4,35.56,0.0,0.0
7,4.3,47990.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
8,4.7,84990.0,Apple M1 Processor,APPLE,256.0,8.0,DDR4,33.78,0.0,0.0
9,4.4,51990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,256.0,8.0,DDR4,39.62,0.0,1024.0
10,4.3,36990.0,Intel Core i3 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
11,4.4,55990.0,AMD Ryzen 5 Hexa Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
12,4.5,83990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,16.0,DDR5,39.62,0.0,0.0
13,4.3,50990.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,16.0,DDR4,39.62,0.0,0.0
14,4.4,42090.0,Intel Core i3 Processor (11th Gen),ASUS,256.0,8.0,DDR4,39.62,0.0,0.0
15,4.3,53990.0,Intel Core i5 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
16,4.0,27990.0,AMD Athlon Dual Core Processor,HP,256.0,8.0,DDR4,35.56,0.0,0.0
17,4.1,40990.0,Intel Core i3 Processor (11th Gen),DELL,256.0,8.0,DDR4,39.62,0.0,1024.0
18,4.4,74500.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,8.0,DDR4,43.94,0.0,0.0
19,4.3,52990.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,35.56,0.0,0.0
20,4.3,36158.0,Intel Core i3 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
21,4.2,38990.0,AMD Ryzen 5 Quad Core Processor,ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
22,4.2,37490.0,Intel Core i3 Processor (11th Gen),HP,256.0,8.0,DDR4,35.56,0.0,0.0
23,4.2,37990.0,AMD Ryzen 3 Quad Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
24,4.4,49990.0,AMD Ryzen 5 Hexa Core Processor,MSI,512.0,8.0,DDR4,39.62,0.0,0.0
25,4.5,42490.0,Intel Core i3 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
26,4.6,89990.0,Intel Core i9 Processor (12th Gen),INFINIX,1024.0,32.0,LPDDR5,39.62,0.0,0.0
27,4.6,79990.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,16.0,LPDDR4X,35.56,0.0,0.0
28,4.2,58400.0,Intel Core i5 Processor (12th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
29,4.2,119990.0,Intel Core i7 Processor (12th Gen),ASUS,1024.0,16.0,LPDDR5,35.56,0.0,0.0
30,4.6,112990.0,Apple M2 Processor,APPLE,256.0,8.0,Unified,34.54,0.0,0.0
31,4.5,65990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,1024.0,8.0,DDR4,39.62,0.0,0.0
32,4.2,56990.0,Intel Core i7 Processor (11th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
33,4.8,129990.0,Apple M2 Processor,APPLE,512.0,8.0,Unified,34.54,0.0,0.0
34,4.3,50490.0,AMD Ryzen 5 Hexa Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
35,4.2,56999.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,16.0,DDR4,35.56,0.0,0.0
36,4.4,55490.0,Intel Core i5 Processor (11th Gen),REALME,512.0,8.0,DDR4,35.56,0.0,0.0
37,4.2,51990.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
38,4.4,65114.0,Intel Core i5 Processor (10th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
39,0.0,199900.0,Apple M2 Pro Processor,APPLE,512.0,16.0,Unified,35.56,0.0,0.0
40,4.3,89990.0,Intel Core i7 Processor (12th Gen),HP,1024.0,16.0,DDR4,39.62,0.0,0.0
41,0.0,170990.0,Intel Core i7 Processor (12th Gen),MSI,1024.0,16.0,DDR5,43.94,0.0,0.0
42,0.0,219990.0,Intel Core i7 Processor (13th Gen),MSI,1024.0,32.0,DDR5,43.94,0.0,0.0
43,4.3,61990.0,Intel Core i5 Processor (12th Gen),ACER,512.0,16.0,DDR4,39.62,0.0,0.0
44,0.0,129990.0,Apple M2 Processor,APPLE,256.0,16.0,Unified,34.54,0.0,0.0
45,4.2,33990.0,Intel Core i3 Processor (11th Gen),LENOVO,256.0,8.0,DDR4,35.56,0.0,0.0
46,4.3,57990.0,Intel Core i5 Processor (12th Gen),ACER,512.0,8.0,DDR4,39.62,0.0,0.0
47,4.4,63990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,512.0,8.0,DDR4,43.94,0.0,0.0
48,4.0,16990.0,Intel Celeron Dual Core Processor,ASUS,0.0,4.0,LPDDR4,29.46,32.0,0.0
49,4.0,37600.0,Intel Core i3 Processor (11th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
50,4.0,42990.0,Intel Core i3 Processor (12th Gen),ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
51,4.3,53990.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
52,4.3,45490.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
53,4.2,37990.0,AMD Ryzen 3 Quad Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
54,4.2,47990.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
55,4.0,82990.0,Intel Core i5 Processor (12th Gen),HP,512.0,16.0,DDR4,39.62,0.0,0.0
56,0.0,129990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
57,4.4,57990.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
58,4.6,84990.0,Intel Core i7 Processor (12th Gen),HP,1024.0,16.0,DDR4,35.56,0.0,0.0
59,4.4,59990.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
60,0.0,89990.0,Intel Core i7 Processor (12th Gen),DELL,512.0,16.0,LPDDR4,33.78,0.0,0.0
61,4.7,104990.0,Intel Core i7 Processor (12th Gen),MSI,512.0,16.0,DDR4,39.62,0.0,0.0
62,4.1,53490.0,Intel Core i5 Processor (11th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
63,4.0,48990.0,Intel Core i7 Processor (11th Gen),INFINIX,512.0,16.0,LPDDR4X,39.62,0.0,0.0
64,4.3,59490.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,16.0,DDR4,39.62,0.0,0.0
65,4.5,90990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
66,4.5,87990.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
67,5.0,134999.0,Intel Core i9 Processor (11th Gen),ACER,1024.0,16.0,DDR4,39.62,0.0,0.0
68,5.0,149990.0,Apple M2 Processor,APPLE,512.0,8.0,Unified,34.54,0.0,0.0
69,0.0,359990.0,Intel Core i9 Processor (13th Gen),ASUS,1024.0,32.0,DDR5,45.72,0.0,0.0
70,4.0,57990.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
71,4.1,34990.0,Intel Core i3 Processor (11th Gen),ACER,512.0,8.0,DDR4,39.62,0.0,0.0
72,4.3,43890.0,AMD Ryzen 5 Hexa Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
73,4.2,37990.0,Intel Core i3 Processor (11th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
74,3.4,62990.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,8.0,DDR4,40.89,0.0,0.0
75,2.8,53990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,512.0,16.0,DDR4,43.94,0.0,0.0
76,4.5,74990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,16.0,DDR4,35.56,0.0,0.0
77,4.2,50990.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
78,4.7,124990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
79,4.5,76990.0,Intel Core i5 Processor (12th Gen),MSI,512.0,16.0,DDR4,39.62,0.0,0.0
80,4.2,36990.0,AMD Ryzen 3 Dual Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
81,4.5,89690.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
82,4.2,47700.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,35.56,0.0,0.0
83,4.3,41000.0,AMD Ryzen 3 Quad Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
84,4.2,60990.0,Intel Core i5 Processor (12th Gen),HP,512.0,16.0,DDR4,35.56,0.0,0.0
85,0.0,304990.0,Intel Core i9 Processor (12th Gen),DELL,1024.0,32.0,LPDDR5,39.62,0.0,1024.0
86,3.9,62990.0,Intel Core i5 Processor (11th Gen),HP,512.0,16.0,DDR4,40.89,0.0,0.0
87,4.3,62990.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,8.0,DDR4,40.89,0.0,0.0
88,0.0,279990.0,Intel Core i9 Processor (13th Gen),ASUS,1024.0,32.0,DDR5,45.72,0.0,0.0
89,4.0,79990.0,Intel Core i5 Processor (12th Gen),DELL,512.0,8.0,DDR5,39.62,0.0,0.0
90,4.4,68928.0,AMD Ryzen 5 Hexa Core Processor,LENOVO,512.0,16.0,DDR4,39.62,0.0,0.0
91,4.8,71990.0,Intel Core i5 Processor (12th Gen),HP,512.0,16.0,DDR4,35.56,0.0,0.0
92,0.0,129990.0,Apple M2 Processor,APPLE,256.0,16.0,Unified,34.54,0.0,0.0
93,4.0,58990.0,Intel Core i5 Processor (12th Gen),DELL,256.0,8.0,DDR4,39.62,0.0,1024.0
94,0.0,296000.0,Intel Core i9 Processor (12th Gen),HP,2048.0,32.0,DDR5,43.94,0.0,0.0
95,4.4,38990.0,Intel Core i3 Processor (11th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
96,0.0,138990.0,Intel Core i9 Processor (12th Gen),DELL,1024.0,16.0,DDR4,39.62,0.0,0.0
97,4.6,79990.0,Intel Core i5 Processor (12th Gen),HP,512.0,16.0,DDR4,35.56,0.0,0.0
98,4.3,329900.0,Apple M1 Max Processor,APPLE,1024.0,32.0,Unified,41.15,0.0,0.0
99,4.7,85990.0,Intel Core i5 Processor (12th Gen),MSI,512.0,16.0,DDR4,39.62,0.0,0.0
100,4.5,56990.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
101,0.0,349900.0,Apple M2 Max Processor,APPLE,1024.0,32.0,Unified,40.64,0.0,0.0
102,4.4,64150.0,Intel Core i5 Processor (12th Gen),ACER,512.0,8.0,LPDDR4X,35.56,0.0,0.0
103,4.3,32489.0,Intel Core i3 Processor (11th Gen),ACER,256.0,8.0,DDR4,39.62,0.0,0.0
104,4.8,112990.0,Apple M2 Processor,APPLE,256.0,8.0,Unified,34.54,0.0,0.0
105,4.0,22900.0,AMD Dual Core Processor,ACER,256.0,4.0,DDR4,35.56,0.0,0.0
106,4.5,68990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
107,4.3,45990.0,Intel Core i3 Processor (12th Gen),ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
108,4.3,45990.0,Intel Core i3 Processor (12th Gen),ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
109,4.0,42990.0,Intel Core i3 Processor (12th Gen),ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
110,4.1,32000.0,Intel Pentium Silver Processor,DELL,256.0,8.0,DDR4,39.62,0.0,0.0
111,0.0,299990.0,Intel Core i9 Processor (12th Gen),MSI,2048.0,32.0,DDR5,43.94,0.0,0.0
112,0.0,149700.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,40.64,0.0,0.0
113,4.2,52990.0,Intel Core i5 Processor (11th Gen),ASUS,256.0,8.0,DDR4,35.56,0.0,1024.0
114,4.7,132900.0,Apple M1 Processor,APPLE,512.0,16.0,DDR4,33.78,0.0,0.0
115,4.4,58990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
116,4.4,37880.0,AMD Ryzen 3 Quad Core Processor,DELL,256.0,8.0,DDR4,35.56,0.0,0.0
117,4.4,62990.0,AMD Ryzen 5 Hexa Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
118,0.0,359990.0,Intel Core i9 Processor (13th Gen),MSI,2048.0,32.0,DDR5,43.18,0.0,0.0
119,4.3,32990.0,Intel Core i3 Processor (10th Gen),ASUS,256.0,8.0,DDR4,39.62,0.0,0.0
120,4.7,77990.0,Intel Core i5 Processor (12th Gen),DELL,512.0,8.0,DDR4,35.56,0.0,0.0
121,4.4,60500.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
122,0.0,89952.0,Intel Core i9 Processor (11th Gen),ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
123,4.7,84990.0,Apple M1 Processor,APPLE,256.0,8.0,DDR4,33.78,0.0,0.0
124,0.0,171990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,40.64,0.0,0.0
125,0.0,83699.0,Intel Core i7 Processor (12th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
126,4.5,81990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,8.0,DDR5,39.62,0.0,0.0
127,4.2,40300.0,AMD Ryzen 5 Quad Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
128,4.3,40200.0,Intel Core i3 Processor (11th Gen),ASUS,256.0,8.0,DDR4,39.62,0.0,1024.0
129,0.0,304990.0,Intel Core i9 Processor (12th Gen),ASUS,2048.0,32.0,DDR5,40.64,0.0,0.0
130,4.0,54990.0,AMD Ryzen 5 Hexa Core Processor,LENOVO,256.0,8.0,DDR4,39.62,0.0,1024.0
131,4.4,46990.0,Intel Core i3 Processor (11th Gen),REALME,256.0,8.0,DDR4,35.56,0.0,0.0
132,0.0,74490.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,8.0,DDR4,40.89,0.0,0.0
133,4.4,63990.0,AMD Ryzen 7 Octa Core Processor,ASUS,512.0,16.0,DDR4,39.62,0.0,0.0
134,4.3,40990.0,Intel Core i3 Processor (11th Gen),ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
135,0.0,99990.0,Intel Core i7 Processor (13th Gen),MSI,512.0,16.0,DDR5,43.94,0.0,0.0
136,0.0,137799.0,Intel Core i7 Processor (12th Gen),HP,1024.0,16.0,DDR5,40.89,0.0,0.0
137,4.0,82990.0,Intel Core i5 Processor (12th Gen),ACER,512.0,16.0,DDR4,39.62,0.0,0.0
138,4.5,159990.0,Intel Core i9 Processor (12th Gen),ASUS,1024.0,32.0,LPDDR5,35.56,0.0,0.0
139,0.0,45990.0,Intel Core i5 Processor (11th Gen),MSI,512.0,8.0,DDR4,35.56,0.0,0.0
140,5.0,146990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
141,4.8,39990.0,AMD Ryzen 3 Quad Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
142,0.0,275990.0,Intel Core i7 Processor (12th Gen),MSI,1024.0,32.0,DDR5,39.62,0.0,0.0
143,4.1,73000.0,Intel Core i5 Processor (12th Gen),HP,512.0,8.0,DDR4,39.62,0.0,0.0
144,4.8,93990.0,Intel Core i7 Processor (12th Gen),HP,1024.0,16.0,DDR4,35.56,0.0,0.0
145,4.2,53990.0,Intel Core i5 Processor (12th Gen),LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
146,0.0,78990.0,AMD Ryzen 7 Octa Core Processor,HP,1024.0,16.0,LPDDR5,33.78,0.0,0.0
147,0.0,144990.0,Intel Core i7 Processor (13th Gen),MSI,1024.0,16.0,LPDDR5,35.56,0.0,0.0
148,4.3,69990.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,16.0,LPDDR4X,35.56,0.0,0.0
149,3.8,22490.0,MediaTek MediaTek Kompanio 500 Processor,HP,0.0,4.0,LPDDR4X,29.46,64.0,0.0
150,4.2,16990.0,Intel Celeron Dual Core Processor,ASUS,0.0,4.0,DDR4,29.46,64.0,0.0
151,4.0,25940.0,Intel Celeron Dual Core Processor,LENOVO,256.0,4.0,DDR4,35.56,0.0,0.0
152,0.0,29990.0,Intel Core i3 Processor (10th Gen),INFINIX,256.0,8.0,LPDDR4X,39.62,0.0,0.0
153,4.5,95990.0,Intel Core i7 Processor (11th Gen),ACER,512.0,16.0,DDR4,39.62,0.0,1024.0
154,4.3,79990.0,Intel Core i7 Processor (11th Gen),MSI,512.0,16.0,DDR4,39.62,0.0,0.0
155,4.5,40499.0,Intel Core i3 Processor (11th Gen),HP,256.0,8.0,DDR4,39.62,0.0,0.0
156,0.0,49990.0,Intel Core i3 Processor (13th Gen),MSI,512.0,8.0,DDR4,35.56,0.0,0.0
157,0.0,38990.0,Intel Core i3 Processor (11th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
158,3.4,69490.0,AMD Ryzen 5 Hexa Core Processor,DELL,512.0,8.0,DDR5,38.0,0.0,0.0
159,0.0,75990.0,Intel Core i7 Processor (13th Gen),MSI,512.0,16.0,DDR4,35.56,0.0,0.0
160,0.0,239990.0,Apple M2 Pro Processor,APPLE,512.0,16.0,Unified,40.64,0.0,0.0
161,0.0,58490.0,Intel Core i3 Processor (12th Gen),HP,512.0,8.0,DDR4,35.56,0.0,0.0
162,4.4,62990.0,Intel Core i5 Processor (12th Gen),HP,512.0,8.0,DDR4,35.56,0.0,0.0
163,4.2,35990.0,AMD Ryzen 3 Dual Core Processor,DELL,256.0,8.0,DDR4,38.0,0.0,0.0
164,4.5,46890.0,AMD Ryzen 5 Hexa Core Processor,LENOVO,512.0,8.0,DDR4,39.62,0.0,0.0
165,4.2,63990.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,16.0,DDR4,35.56,0.0,0.0
166,0.0,191990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,32.0,DDR5,35.56,0.0,0.0
167,3.9,114990.0,Intel Core i7 Processor (12th Gen),ASUS,1024.0,16.0,DDR5,43.94,0.0,0.0
168,0.0,129990.0,Intel Core i7 Processor (13th Gen),MSI,1024.0,16.0,LPDDR5,40.64,0.0,0.0
169,0.0,92990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,16.0,LPDDR5,35.56,0.0,0.0
170,0.0,68990.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,16.0,LPDDR5,33.78,0.0,0.0
171,4.4,87099.0,AMD Ryzen 7 Octa Core Processor,DELL,512.0,16.0,DDR4,39.62,0.0,0.0
172,4.3,68990.0,Intel Core i5 Processor (11th Gen),LENOVO,512.0,16.0,DDR4,39.62,0.0,0.0
173,3.9,30300.0,Intel Pentium Quad Core Processor,HP,256.0,8.0,DDR4,35.56,0.0,0.0
174,0.0,79990.0,Intel Core i5 Processor (13th Gen),SAMSUNG,512.0,16.0,LPDDR4X,39.62,0.0,0.0
175,4.4,52990.0,AMD Ryzen 5 Hexa Core Processor,ACER,512.0,8.0,GDDR6,39.62,0.0,0.0
176,0.0,224990.0,AMD Ryzen 7 Octa Core Processor,ASUS,2048.0,32.0,DDR5,40.64,0.0,0.0
177,4.4,44990.0,Intel Core i3 Processor (11th Gen),ASUS,256.0,8.0,LPDDR4X,35.56,0.0,0.0
178,4.1,63890.0,Intel Core i5 Processor (12th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
179,0.0,129990.0,Intel Core i7 Processor (13th Gen),MSI,1024.0,16.0,DDR5,43.94,0.0,0.0
180,0.0,159990.0,Intel Core i9 Processor (12th Gen),ASUS,1024.0,32.0,LPDDR5,36.83,0.0,0.0
181,0.0,269900.0,Apple M2 Pro Processor,APPLE,1024.0,16.0,Unified,40.64,0.0,0.0
182,0.0,88990.0,AMD Ryzen 7 Octa Core Processor,DELL,512.0,16.0,DDR4,35.56,0.0,0.0
183,0.0,115990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
184,0.0,102990.0,Intel Core i7 Processor (12th Gen),MSI,512.0,16.0,DDR4,39.62,0.0,0.0
185,0.0,211990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
186,4.7,67490.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,39.62,0.0,0.0
187,3.6,93899.0,Intel Core i7 Processor (12th Gen),HP,512.0,16.0,DDR4,39.62,0.0,0.0
188,4.1,21990.0,Intel Celeron Quad Core Processor,INFINIX,128.0,4.0,LPDDR4X,35.56,0.0,0.0
189,4.2,60990.0,AMD Ryzen 7 Octa Core Processor,HP,512.0,16.0,DDR4,35.56,0.0,0.0
190,4.5,90490.0,Intel Core i5 Processor (12th Gen),HP,512.0,16.0,DDR4,39.62,0.0,0.0
191,0.0,179990.0,Intel Core i7 Processor (13th Gen),MSI,1024.0,16.0,LPDDR5,40.64,0.0,0.0
192,0.0,151990.0,AMD Ryzen 7 Hexa Core Processor,DELL,512.0,16.0,DDR5,39.62,0.0,512.0
193,4.5,37990.0,Intel Core i3 Processor (11th Gen),MSI,512.0,8.0,DDR4,35.56,0.0,0.0
194,0.0,365387.0,Intel Core i9 Processor (13th Gen),ASUS,2048.0,32.0,DDR5,40.64,0.0,0.0
195,4.8,259900.0,Apple M1 Pro Processor,APPLE,1024.0,16.0,Unified,41.15,0.0,0.0
196,0.0,279990.0,Intel Core i9 Processor (13th Gen),ASUS,1024.0,32.0,DDR5,40.64,0.0,0.0
197,5.0,56749.0,Intel Core i3 Processor (12th Gen),DELL,256.0,8.0,DDR4,35.56,0.0,0.0
198,0.0,170399.0,Intel Core i7 Processor (12th Gen),HP,1024.0,16.0,DDR5,40.89,0.0,0.0
199,0.0,97990.0,Intel Core i7 Processor (12th Gen),ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
200,4.5,54990.0,AMD Ryzen 5 Hexa Core Processor,ASUS,512.0,16.0,DDR4,40.64,0.0,0.0
201,4.5,40990.0,AMD Ryzen 3 Quad Core Processor,DELL,512.0,8.0,DDR4,39.62,0.0,0.0
202,4.1,40690.0,Intel Core i3 Processor (10th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
203,4.8,74490.0,AMD Ryzen 5 Hexa Core Processor,HP,512.0,8.0,DDR4,40.89,0.0,0.0
204,3.9,31990.0,Intel Core i3 Processor (10th Gen),LENOVO,256.0,4.0,DDR4,35.56,0.0,0.0
205,0.0,210990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR5,43.94,0.0,0.0
206,4.5,56990.0,Intel Core i5 Processor (12th Gen),ASUS,512.0,8.0,DDR4,35.56,0.0,0.0
207,0.0,177990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR4,39.62,0.0,0.0
208,5.0,103990.0,Intel Core i7 Processor (12th Gen),HP,512.0,16.0,LPDDR4X,33.78,0.0,0.0
209,0.0,149990.0,Intel Core i7 Processor (12th Gen),GIGABYTE,1024.0,16.0,DDR4,39.62,0.0,0.0
210,4.2,59890.0,Intel Core i5 Processor (11th Gen),DELL,512.0,16.0,DDR4,39.62,0.0,0.0
211,4.3,39790.0,AMD Ryzen 3 Quad Core Processor,HP,512.0,8.0,DDR4,35.56,0.0,0.0
212,4.3,45490.0,Intel Core i3 Processor (12th Gen),DELL,512.0,8.0,DDR4,39.62,0.0,0.0
213,0.0,146990.0,AMD Ryzen 9 Octa Core Processor,DELL,1024.0,16.0,DDR5,38.0,0.0,0.0
214,4.4,55990.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,16.0,DDR4,35.56,0.0,0.0
215,4.5,98990.0,AMD Ryzen 7 Octa Core Processor,MSI,1024.0,16.0,DDR4,39.62,0.0,0.0
216,3.7,16990.0,Intel Celeron Dual Core Processor,ASUS,0.0,4.0,LPDDR4,39.62,64.0,0.0
217,4.3,35490.0,Intel Core i3 Processor (10th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
218,4.2,56490.0,Intel Core i7 Processor (10th Gen),MI,512.0,8.0,DDR4,35.56,0.0,0.0
219,0.0,54990.0,Intel Core i5 Processor (11th Gen),ACER,512.0,16.0,DDR4,39.62,0.0,0.0
220,3.8,67990.0,Intel Core i7 Processor (12th Gen),MSI,512.0,16.0,DDR4,39.62,0.0,0.0
221,0.0,139000.0,Apple M2 Processor,APPLE,512.0,8.0,Unified,34.54,0.0,0.0
222,5.0,156490.0,Intel Core i7 Processor (12th Gen),ACER,1024.0,16.0,DDR5,39.62,0.0,0.0
223,4.4,62990.0,Intel Core i5 Processor (10th Gen),ASUS,512.0,8.0,DDR4,39.62,0.0,0.0
224,0.0,146990.0,AMD Ryzen 7 Octa Core Processor,ASUS,1024.0,16.0,DDR5,35.56,0.0,0.0
225,4.0,71990.0,Intel Core i5 Processor (12th Gen),HP,512.0,16.0,DDR4,39.62,0.0,0.0
226,0.0,40248.0,AMD Ryzen 3 Quad Core Processor,ASUS,512.0,8.0,LPDDR5,35.56,0.0,0.0
227,2.3,74990.0,Intel Core i5 Processor (11th Gen),ASUS,512.0,8.0,LPDDR4X,35.56,0.0,0.0
228,0.0,361990.0,AMD Ryzen 9 Octa Core Processor,ASUS,2048.0,32.0,DDR5,40.64,0.0,0.0
229,0.0,181990.0,Intel Core i9 Processor (12th Gen),ASUS,1024.0,16.0,LPDDR5,34.04,0.0,0.0
230,4.5,74990.0,AMD Ryzen 7 Octa Core Processor,MSI,512.0,8.0,DDR4,39.62,0.0,0.0
231,4.8,259900.0,Apple M1 Pro Processor,APPLE,1024.0,16.0,Unified,41.15,0.0,0.0
232,4.0,27990.0,Intel Pentium Silver Processor,ASUS,256.0,8.0,DDR4,35.56,0.0,0.0
233,5.0,174990.0,AMD Ryzen 9 Octa Core Processor,ASUS,1024.0,16.0,DDR5,39.62,0.0,0.0
234,0.0,74990.0,Intel Core i7 Processor (13th Gen),MSI,512.0,8.0,DDR4,39.62,0.0,0.0
235,4.8,239900.0,Apple M1 Pro Processor,APPLE,512.0,16.0,Unified,41.15,0.0,0.0
